epoch,accs,val_accs,losses,val_losses
60,0.9991865018,0.9608665209,0.05983185,0.2491724876
61,0.9992768905,0.9692522655,0.0592204654,0.2190540628
62,0.9992768905,0.962962957,0.0585847027,0.2064497567
63,0.9991262426,0.9706498898,0.0579750055,0.1952766889
64,0.9994576678,0.9615653314,0.0572861104,0.2315691144
65,0.9990358539,0.9664570179,0.0576871731,0.2256956198
66,0.9996083157,0.9650593949,0.0556604085,0.2232183879
67,0.9994576678,0.9636617688,0.0558583622,0.2224569982
68,0.9991262426,0.9622641448,0.0558922429,0.2127933577
69,0.9994576678,0.9643605802,0.0547270455,0.2195657005
70,0.9993974087,0.9643605788,0.0543891456,0.2217624784
71,0.9996685748,0.9657582045,0.0530944895,0.218708493
72,0.9993974087,0.9636617709,0.0532007948,0.2241931911
73,0.9992166314,0.9580712725,0.0531083826,0.2322513631
74,0.9994275383,0.9636617697,0.0523220104,0.2136889192
75,0.9995781861,0.9664570176,0.0514359452,0.2117693944
76,0.9996083157,0.9664570163,0.0511068299,0.2139528059
77,0.999517927,0.968553455,0.0510138635,0.1874285003
78,0.9993371496,0.9664570179,0.0509217032,0.1919035063
79,0.9996685748,0.9685534545,0.0496657147,0.1918600629
80,0.9993371496,0.9678546422,0.0499956575,0.1914458454
81,0.9996083157,0.9657582037,0.0488842406,0.2044301215
82,0.9994877974,0.9692522658,0.0492314797,0.1866985031
83,0.9995781861,0.9643605805,0.0481775531,0.2291725492
84,0.9996083157,0.9699510768,0.0478283222,0.1892199028
85,0.9996685748,0.9671558289,0.0471843909,0.2253939172
86,0.9995781861,0.9671558289,0.047210781,0.1864583511
87,0.9996384452,0.9636617688,0.0467431123,0.210459156
88,0.9994275383,0.9650593932,0.0469948126,0.226635597
89,0.9997589635,0.9657582037,0.0454148444,0.1947377105
90,0.9995781861,0.9734451378,0.0458501878,0.1998990083
91,0.9996987044,0.9671558281,0.0454782558,0.1969595256
92,0.9997288339,0.9727463247,0.0446131363,0.1607683983
93,0.9999096113,0.9685534533,0.0439282607,0.194599315
94,0.9993672792,0.9699510768,0.0448390483,0.1842621748
95,0.999517927,0.9685534528,0.0444436284,0.1726810327
96,0.9993672792,0.9664570171,0.0442448576,0.1981298526
97,0.9994275383,0.9657582066,0.0438353634,0.1909953642
98,0.9997288339,0.9699510764,0.0432134539,0.2208185117
99,0.9994576678,0.9783368231,0.0433480487,0.1718518655
100,0.999517927,0.9692522663,0.0430068259,0.205094099
101,0.9997288339,0.9671558281,0.0422015446,0.2226219635
102,0.9997288339,0.9664570159,0.0421225098,0.1993516489
103,0.9997288339,0.9678546394,0.0419045598,0.2155064285
104,0.9996685748,0.9664570167,0.0416433922,0.1962064228
105,0.9998794817,0.9671558297,0.0408943122,0.2073282489
106,0.9995781861,0.9650593949,0.0412767433,0.2028886247
107,0.999517927,0.9713487007,0.0412659395,0.1900734613
108,0.9996987044,0.9692522663,0.0405184686,0.19913376
109,0.9995480565,0.9622641457,0.0404322487,0.2368073762
110,0.9997288339,0.9678546394,0.040153719,0.2025942585
111,0.9995480565,0.9671558285,0.0400297716,0.1936903219
112,0.9997890931,0.9706498898,0.0393530904,0.2027310055
113,0.9995480565,0.9629629558,0.0395755668,0.2341820917
114,0.9996685748,0.9720475129,0.0391490036,0.2015363398
115,0.9999096113,0.9685534525,0.0386409443,0.2256739563
116,0.9997890931,0.9657582062,0.0387427976,0.2305141985
117,0.9998493522,0.9727463256,0.0383983736,0.1805433921
118,0.9995480565,0.9671558285,0.0386996909,0.219090196
119,0.9998192226,0.9769391987,0.0378240035,0.1636250947
120,0.9994877974,0.9587700818,0.0383229711,0.2595827237
